;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
26301;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.04.02;Goodwill;0.0;S;;;DF Consolidado;Balanço Patrimonial Ativo;dfp
56545;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1;Ativo Total;15914044.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56547;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01;Ativo Circulante;10464310.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56549;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.01;Caixa e Equivalentes de Caixa;27001.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56551;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.01.01;Caixa e bancos;27001.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56553;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02;Aplicações Financeiras;2551911.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56555;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;2551911.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56557;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.01.01;Títulos para Negociação;2332966.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56559;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;218945.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56561;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56563;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.02.01;Títulos Mantidos até o Vencimento;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56565;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56567;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03;Créditos das Operações;4651983.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56569;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.01;Seguros e Resseguros;4651983.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56571;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.01.01;Operações com Seguradoras;3305829.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56573;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.01.02;Operações com Resseguradoras;1289585.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56575;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.01.03;Outros Créditos Operacionais;56569.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56577;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.01.04;Provisão para riscos de créditos;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56579;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.02;Previdência Complementar;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56581;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.02.01;Títulos e Créditos a Receber;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56583;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.02.02;Outros Créditos;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56585;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.03;Capitalização;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56587;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.03.04;Outras Operações;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56589;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.04;Títulos e Créditos a Receber;100742.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56591;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.04.01;Títulos e Créditos a Receber;30686.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56593;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.04.02;Créditos Tributários e Previdênciários;70056.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56595;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.05;Outros Valores e Bens;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56597;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.06;Empréstimos e Depósitos Compulsórios;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56599;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.07;Despesas Antecipadas;11886.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56601;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.07.01;Despesas Antecipadas;11886.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56603;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.08;Despesas de Comercialização Diferidas;65197.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56605;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.08.04;Custos de Aquisição Diferidos - Seguros;65197.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56607;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09;Outros Ativos Circulantes;3055590.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56609;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.01;Ativos Não Correntes a Venda;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56611;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.01.01;Prêmios - Retrocessão;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56613;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.01.02;Sinistros - Retrocessão;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56615;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.01.03;Outras Provisões;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56617;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.02;Ativos de Operações Descontinuadas;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56619;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.03;Outros;3055590.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56621;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.01.09.03.01;Ativos de Resseguro e Retrocessão - Provisões Técnicas;3055590.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56623;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02;Ativo Não Circulante;5449734.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56625;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01;Ativo Realizável a Longo Prazo;4696466.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56627;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;3327044.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56629;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56631;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56633;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56635;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04;Crédito das Operações;1335480.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56637;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04.01;Títulos e créditos a receber;224038.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56639;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04.02;Créditos tributários e previdenciários;38715.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56641;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04.03;Ativo fiscal diferido;419754.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56643;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04.04;Depósitos judiciais e fiscais;652973.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56645;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.04.05;Outros créditos a receber;0.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56647;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.05;Títulos e Créditos a Receber;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56649;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.06;Outros Valores e Bens;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56651;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.07;Empréstimos e Depósitos Compulsórios;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56653;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.08;Despesas Antecipadas;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56655;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.09;Despesas de Comercialização Diferidas;5097.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56657;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.09.01;Custos de Aquisição Diferidos - Seguros;5097.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56659;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.10;Tributos Diferidos;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56661;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.11;Outros Ativos Não Circulantes;28845.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56663;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.11.01;Ativos Não Correntes a Venda;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56665;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.11.02;Ativos de Operações Descontinuadas;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56667;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.01.11.03;Ativos de Retrocessão;28845.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56669;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02;Investimentos;636545.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56671;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01;Participações Societárias;630976.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56673;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.01;Participações em Coligadas no País;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56675;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.02;Participações em Coligadas no Exterior;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56677;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.03;Participações em Controladas no País;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56679;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.04;Participações em Controladas no Exterior;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56681;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.05;Participações em Controladas em Conjunto no País;630976.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56683;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.06;Participações em Controladas em Conjunto no Exterior;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56685;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.01.07;Outros Investimentos;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56687;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.02;Propriedades para Investimento;5569.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56689;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.02.01;Imóveis Destinados a Renda;5515.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56691;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.02.02.02;Outros Investimentos;54.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56693;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03;Imobilizado;74270.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56695;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.01;Imobilizado em Operação;73261.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56697;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.01.01;Imóveis;50556.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56699;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.01.02;Bens Móveis;21123.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56701;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.01.03;Outras Imobilizações;1582.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
56703;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.02;Direito de Uso em Arrendamento;0.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56705;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.03.03;Imobilizado em Andamento;1009.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56707;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.04;Intangível;42453.0;S;;;DF Individual;Balanço Patrimonial Ativo;dfp
56709;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2018-12-31;1.02.04.01;Intangíveis;42453.0;N;;;DF Individual;Balanço Patrimonial Ativo;dfp
45182;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2;Passivo Total;15940434.0;S;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
45184;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01;Passivo Circulante;10859175.0;S;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
45186;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.01;Contas a Pagar;391450.0;S;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
45188;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.01.01;Obrigações Sociais;32170.0;N;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
45190;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.01.02;Obrigações Trabalhistas;0.0;N;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
45192;33.376.989/0001-91;2018-12-31;4;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2018-12-31;2.01.01.03;Provisões trabalhistas;9092.0;N;;;DF Consolidado;Balanço Patrimonial Passivo;dfp
